Key,LeftIdx,RightIdx,Feature,SplitValue,Size,IsLeaf
1,2,64,4,351,61,0
2,3,62,1,32659063,51,0
3,4,43,0,26393110,36,0
4,5,26,2,77400,26,0
5,6,21,4,54,15,0
6,7,14,1,103,12,0
7,8,11,0,8425771,6,0
8,9,10,0,7213080,4,0
9,-1,-1,0,0,1,1
10,-1,-1,4,0,3,1
11,12,13,3,1802095,2,0
12,-1,-1,0,0,1,1
13,-1,-1,0,0,1,1
14,15,18,2,28,6,0
15,16,17,3,83646,2,0
16,-1,-1,0,0,1,1
17,-1,-1,0,0,1,1
18,19,20,1,225,4,0
19,-1,-1,4,7,2,1
20,-1,-1,4,7,2,1
21,22,25,1,38502,3,0
22,23,24,1,4488,2,0
23,-1,-1,0,0,1,1
24,-1,-1,0,0,1,1
25,-1,-1,0,0,1,1
26,27,36,4,10,11,0
27,28,31,3,15,6,0
28,29,30,1,2664052,3,0
29,-1,-1,0,0,1,1
30,-1,-1,0,1,2,1
31,32,35,3,85,3,0
32,33,34,1,1271570,2,0
33,-1,-1,0,0,1,1
34,-1,-1,0,0,1,1
35,-1,-1,0,0,1,1
36,37,38,0,315,5,0
37,-1,-1,0,0,1,1
38,39,42,1,17631492,4,0
39,40,41,1,7087727,3,0
40,-1,-1,0,628,2,1
41,-1,-1,0,0,1,1
42,-1,-1,0,0,1,1
43,44,47,3,1822327,10,0
44,45,46,4,169,2,0
45,-1,-1,0,0,1,1
46,-1,-1,0,0,1,1
47,48,61,4,212,8,0
48,49,56,2,628241,7,0
49,50,55,1,87,4,0
50,51,54,1,45,3,0
51,52,53,0,117723536,2,0
52,-1,-1,0,0,1,1
53,-1,-1,0,0,1,1
54,-1,-1,0,0,1,1
55,-1,-1,0,0,1,1
56,57,60,2,2553503,3,0
57,58,59,1,30649486,2,0
58,-1,-1,0,0,1,1
59,-1,-1,0,0,1,1
60,-1,-1,0,0,1,1
61,-1,-1,0,0,1,1
62,63,64,2,4580982,15,0
63,64,64,3,2620558,14,0
64,1,64,1,383622876,64,0
65,2,47,1,24069190,63,0
66,3,40,2,1700009,46,0
67,4,39,4,2357,42,0
68,5,26,0,112085948,41,0
69,6,21,2,487194,31,0
70,7,18,1,60430,28,0
71,8,15,3,1515522,25,0
72,9,12,3,256385,18,0
73,10,11,3,150758,7,0
74,-1,-1,0,0,5,1
75,-1,-1,0,0,2,1
76,13,14,3,937323,11,0
77,-1,-1,0,0,7,1
78,-1,-1,0,0,4,1
79,16,17,3,1799325,7,0
80,-1,-1,0,0,1,1
81,-1,-1,2,0,6,1
82,19,20,2,15253,3,0
83,-1,-1,0,346,2,1
84,-1,-1,0,0,1,1
85,22,25,2,857200,3,0
86,23,24,1,690574,2,0
87,-1,-1,0,0,1,1
88,-1,-1,0,0,1,1
89,-1,-1,0,0,1,1
90,27,38,4,263,10,0
91,28,37,2,10116,9,0
92,29,36,0,149517122,8,0
93,30,33,1,347,7,0
94,31,32,1,274,4,0
95,-1,-1,0,0,3,1
96,-1,-1,0,0,1,1
97,34,35,4,92,3,0
98,-1,-1,0,0,1,1
99,-1,-1,0,0,2,1
100,-1,-1,0,0,1,1
101,-1,-1,0,0,1,1
102,-1,-1,0,0,1,1
103,-1,-1,0,0,1,1
104,41,42,1,12289531,4,0
105,-1,-1,0,0,1,1
106,43,44,2,2404872,3,0
107,-1,-1,0,0,1,1
108,45,46,4,13,2,0
109,-1,-1,0,0,1,1
110,-1,-1,0,0,1,1
111,48,64,4,200,17,0
112,49,62,3,4012420,9,0
113,50,57,2,2782194,7,0
114,51,54,2,2463853,4,0
115,52,53,3,2140794,2,0
116,-1,-1,0,0,1,1
117,-1,-1,0,0,1,1
118,55,56,1,41198085,2,0
119,-1,-1,0,0,1,1
120,-1,-1,0,0,1,1
121,58,59,2,11192314,3,0
122,-1,-1,0,0,1,1
123,60,61,4,56,2,0
124,-1,-1,0,0,1,1
125,-1,-1,0,0,1,1
126,63,64,3,6570358,2,0
127,-1,-1,0,0,1,1
128,1,64,4,935,64,0
129,2,64,1,268774123,63,0
130,3,48,2,1396275,62,0
131,4,43,1,61030,41,0
132,5,34,1,27198,38,0
133,6,19,3,833336,33,0
134,7,14,0,5359523,11,0
135,8,13,0,1902861,6,0
136,9,12,0,1294956,5,0
137,10,11,2,801748,4,0
138,-1,-1,0,0,3,1
139,-1,-1,0,0,1,1
140,-1,-1,0,0,1,1
141,-1,-1,0,0,1,1
142,15,16,3,312649,5,0
143,-1,-1,0,0,1,1
144,17,18,3,671315,4,0
145,-1,-1,0,0,1,1
146,-1,-1,1,0,3,1
147,20,33,1,1427,22,0
148,21,28,0,20653412,21,0
149,22,25,3,949067,12,0
150,23,24,2,41,5,0
151,-1,-1,0,0,3,1
152,-1,-1,0,0,2,1
153,26,27,4,4,7,0
154,-1,-1,0,0,4,1
155,-1,-1,0,0,3,1
156,29,32,4,169,9,0
157,30,31,3,1980936,5,0
158,-1,-1,0,0,3,1
159,-1,-1,0,0,2,1
160,-1,-1,2,0,4,1
161,-1,-1,0,0,1,1
162,35,42,2,588,5,0
163,36,39,3,24379,4,0
164,37,38,3,12364,2,0
165,-1,-1,0,0,1,1
166,-1,-1,0,0,1,1
167,40,41,2,125,2,0
168,-1,-1,0,0,1,1
169,-1,-1,0,0,1,1
170,-1,-1,0,0,1,1
171,44,47,4,467,3,0
172,45,46,2,8648,2,0
173,-1,-1,0,0,1,1
174,-1,-1,0,0,1,1
175,-1,-1,0,0,1,1
176,49,62,1,36368368,21,0
177,50,61,0,3117509,9,0
178,51,56,4,8,7,0
179,52,53,1,9641772,4,0
180,-1,-1,3,52,2,1
181,54,55,0,6,2,0
182,-1,-1,0,0,1,1
183,-1,-1,0,0,1,1
184,57,60,2,4003210,3,0
185,58,59,1,17909095,2,0
186,-1,-1,0,0,1,1
187,-1,-1,0,0,1,1
188,-1,-1,0,0,1,1
189,-1,-1,0,5369468,2,1
190,63,64,2,2275344,12,0
191,64,64,3,1630420,5,0
192,1,54,0,57002032,64,0
193,2,35,4,327,42,0
194,3,30,1,24932736,32,0
195,4,29,3,1359786,29,0
196,5,28,4,288,28,0
197,6,23,2,1153714,27,0
198,7,16,3,35295,24,0
199,8,13,1,1704488,12,0
200,9,12,0,6773,9,0
201,10,11,4,31,8,0
202,-1,-1,0,0,7,1
203,-1,-1,0,0,1,1
204,-1,-1,0,0,1,1
205,14,15,4,54,3,0
206,-1,-1,0,0,1,1
207,-1,-1,0,234515,2,1
208,17,22,2,122,12,0
209,18,21,4,87,11,0
210,19,20,0,4184235,10,0
211,-1,-1,0,0,3,1
212,-1,-1,0,0,7,1
213,-1,-1,0,0,1,1
214,-1,-1,0,0,1,1
215,24,27,3,415531,3,0
216,25,26,4,8,2,0
217,-1,-1,0,0,1,1
218,-1,-1,0,0,1,1
219,-1,-1,0,0,1,1
220,-1,-1,0,0,1,1
221,-1,-1,0,0,1,1
222,31,32,2,8901399,3,0
223,-1,-1,0,0,1,1
224,33,34,3,16010,2,0
225,-1,-1,0,0,1,1
226,-1,-1,0,0,1,1
227,36,47,3,101094,10,0
228,37,42,2,1792158,6,0
229,38,41,2,13228,3,0
230,39,40,4,367,2,0
231,-1,-1,0,0,1,1
232,-1,-1,0,0,1,1
233,-1,-1,0,0,1,1
234,43,46,4,355,3,0
235,44,45,3,15597,2,0
236,-1,-1,0,0,1,1
237,-1,-1,0,0,1,1
238,-1,-1,0,0,1,1
239,48,51,2,985733,4,0
240,49,50,0,5206932,2,0
241,-1,-1,0,0,1,1
242,-1,-1,0,0,1,1
243,52,53,4,556,2,0
244,-1,-1,0,0,1,1
245,-1,-1,0,0,1,1
246,55,64,2,2339142,22,0
247,56,64,1,28182859,15,0
248,57,64,1,14753232,11,0
249,58,59,1,156,10,0
250,-1,-1,2,0,6,1
251,60,64,4,167,4,0
252,61,64,2,64,3,0
253,62,63,1,332,2,0
254,-1,-1,0,0,1,1
255,-1,-1,0,0,1,1
256,1,64,3,43845777,64,0
257,2,63,3,1427999,63,0
258,3,52,0,22337563,46,0
259,4,37,1,8707937,40,0
260,5,34,2,703354,32,0
261,6,23,3,513533,30,0
262,7,16,1,244350,22,0
263,8,15,4,684,18,0
264,9,12,1,20001,17,0
265,10,11,4,340,13,0
266,-1,-1,0,0,11,1
267,-1,-1,0,0,2,1
268,13,14,3,8759,4,0
269,-1,-1,0,0,3,1
270,-1,-1,0,0,1,1
271,-1,-1,0,0,1,1
272,17,22,2,121705,4,0
273,18,21,1,411081,3,0
274,19,20,2,4092,2,0
275,-1,-1,0,0,1,1
276,-1,-1,0,0,1,1
277,-1,-1,0,0,1,1
278,-1,-1,0,0,1,1
279,24,33,3,919716,8,0
280,25,30,4,27,6,0
281,26,27,0,5985325,4,0
282,-1,-1,0,0,1,1
283,28,29,0,7199615,3,0
284,-1,-1,0,0,2,1
285,-1,-1,0,0,1,1
286,31,32,2,5,2,0
287,-1,-1,0,0,1,1
288,-1,-1,0,0,1,1
289,-1,-1,4,7,2,1
290,35,36,2,1627573,2,0
291,-1,-1,0,0,1,1
292,-1,-1,0,0,1,1
293,38,51,3,149473,8,0
294,39,44,0,104939,7,0
295,40,43,4,30,3,0
296,41,42,3,80,2,0
297,-1,-1,0,0,1,1
298,-1,-1,0,0,1,1
299,-1,-1,0,0,1,1
300,45,46,2,3350689,4,0
301,-1,-1,0,0,1,1
302,47,50,3,9867,3,0
303,48,49,3,5600,2,0
304,-1,-1,0,0,1,1
305,-1,-1,0,0,1,1
306,-1,-1,0,0,1,1
307,-1,-1,0,0,1,1
308,53,54,0,115102615,6,0
309,-1,-1,0,0,1,1
310,55,60,3,719291,5,0
311,56,57,3,518024,3,0
312,-1,-1,0,0,1,1
313,58,59,0,117110432,2,0
314,-1,-1,0,0,1,1
315,-1,-1,0,0,1,1
316,61,62,2,2942236,2,0
317,-1,-1,0,0,1,1
318,-1,-1,0,0,1,1
319,64,64,2,606785,17,0
320,1,64,4,284,64,0
321,2,33,0,106058333,51,0
322,3,32,1,54178343,27,0
323,4,29,4,148,26,0
324,5,22,0,3360708,24,0
325,6,19,3,62759,12,0
326,7,10,1,641753,10,0
327,8,9,0,50584,2,0
328,-1,-1,0,0,1,1
329,-1,-1,0,0,1,1
330,11,16,2,1370431,8,0
331,12,13,4,5,6,0
332,-1,-1,4,3,3,1
333,14,15,2,937234,3,0
334,-1,-1,0,0,2,1
335,-1,-1,0,0,1,1
336,17,18,3,3119,2,0
337,-1,-1,0,0,1,1
338,-1,-1,0,0,1,1
339,20,21,1,1037,2,0
340,-1,-1,0,0,1,1
341,-1,-1,0,0,1,1
342,23,26,2,36,12,0
343,24,25,2,21,9,0
344,-1,-1,1,0,8,1
345,-1,-1,0,0,1,1
346,27,28,3,2028442,3,0
347,-1,-1,4,7,2,1
348,-1,-1,0,0,1,1
349,30,31,1,7848,2,0
350,-1,-1,0,0,1,1
351,-1,-1,0,0,1,1
352,-1,-1,0,0,1,1
353,34,64,0,117513049,24,0
354,35,56,2,1990291,20,0
355,36,55,2,999819,11,0
356,37,44,1,205,10,0
357,38,39,0,114347706,4,0
358,-1,-1,0,0,1,1
359,40,41,0,116895561,3,0
360,-1,-1,0,0,1,1
361,42,43,3,2544082,2,0
362,-1,-1,0,0,1,1
363,-1,-1,0,0,1,1
364,45,50,3,1995800,6,0
365,46,47,4,113,3,0
366,-1,-1,0,0,1,1
367,48,49,2,55,2,0
368,-1,-1,0,0,1,1
369,-1,-1,0,0,1,1
370,51,52,3,2007247,3,0
371,-1,-1,0,0,1,1
372,53,54,1,318,2,0
373,-1,-1,0,0,1,1
374,-1,-1,0,0,1,1
375,-1,-1,0,0,1,1
376,57,58,3,1443207,9,0
377,-1,-1,0,0,1,1
378,59,60,0,116986256,8,0
379,-1,-1,0,0,1,1
380,61,64,4,226,7,0
381,62,63,4,130,6,0
382,-1,-1,0,0,1,1
383,64,64,0,117200650,5,0
384,1,62,1,3231647,64,0
385,2,59,0,128007876,46,0
386,3,54,4,616,44,0
387,4,43,0,66507690,41,0
388,5,22,0,3114577,35,0
389,6,21,4,334,15,0
390,7,20,2,2280091,14,0
391,8,13,3,19825,13,0
392,9,12,0,29004,8,0
393,10,11,1,597606,7,0
394,-1,-1,0,0,5,1
395,-1,-1,0,0,2,1
396,-1,-1,0,0,1,1
397,14,17,2,89,5,0
398,15,16,0,479769,3,0
399,-1,-1,0,0,2,1
400,-1,-1,0,0,1,1
401,18,19,2,106,2,0
402,-1,-1,0,0,1,1
403,-1,-1,0,0,1,1
404,-1,-1,0,0,1,1
405,-1,-1,0,0,1,1
406,23,32,4,148,20,0
407,24,31,0,9603353,14,0
408,25,26,4,6,13,0
409,-1,-1,2,0,10,1
410,27,28,0,5587417,3,0
411,-1,-1,0,0,1,1
412,29,30,3,982647,2,0
413,-1,-1,0,0,1,1
414,-1,-1,0,0,1,1
415,-1,-1,0,0,1,1
416,33,40,2,50,6,0
417,34,35,2,22,4,0
418,-1,-1,0,0,1,1
419,36,37,4,207,3,0
420,-1,-1,0,0,1,1
421,38,39,1,186,2,0
422,-1,-1,0,0,1,1
423,-1,-1,0,0,1,1
424,41,42,3,249990,2,0
425,-1,-1,0,0,1,1
426,-1,-1,0,0,1,1
427,44,47,0,115950356,6,0
428,45,46,3,1865430,2,0
429,-1,-1,0,0,1,1
430,-1,-1,0,0,1,1
431,48,49,3,465944,4,0
432,-1,-1,0,0,1,1
433,50,51,1,168,3,0
434,-1,-1,0,0,1,1
435,52,53,1,460,2,0
436,-1,-1,0,0,1,1
437,-1,-1,0,0,1,1
438,55,58,2,208,3,0
439,56,57,1,39229,2,0
440,-1,-1,0,0,1,1
441,-1,-1,0,0,1,1
442,-1,-1,0,0,1,1
443,60,61,3,4073215,2,0
444,-1,-1,0,0,1,1
445,-1,-1,0,0,1,1
446,63,64,4,402,18,0
447,64,64,1,27636370,17,0
448,1,38,0,33976435,64,0
449,2,27,3,576746,34,0
450,3,26,1,48252576,22,0
451,4,21,3,123215,21,0
452,5,20,4,1415,18,0
453,6,19,3,22279,17,0
454,7,18,1,32564364,16,0
455,8,13,4,282,15,0
456,9,12,0,191737,12,0
457,10,11,0,418,11,0
458,-1,-1,0,0,10,1
459,-1,-1,0,0,1,1
460,-1,-1,0,0,1,1
461,14,15,0,87254,3,0
462,-1,-1,0,0,1,1
463,16,17,3,14741,2,0
464,-1,-1,0,0,1,1
465,-1,-1,0,0,1,1
466,-1,-1,0,0,1,1
467,-1,-1,0,0,1,1
468,-1,-1,0,0,1,1
469,22,25,1,73582,3,0
470,23,24,0,5212662,2,0
471,-1,-1,0,0,1,1
472,-1,-1,0,0,1,1
473,-1,-1,0,0,1,1
474,-1,-1,0,0,1,1
475,28,33,3,1005726,12,0
476,29,32,4,40,5,0
477,30,31,0,6002406,4,0
478,-1,-1,0,0,1,1
479,-1,-1,4,0,3,1
480,-1,-1,0,0,1,1
481,34,35,1,736,7,0
482,-1,-1,4,0,5,1
483,36,37,0,30084331,2,0
484,-1,-1,0,0,1,1
485,-1,-1,0,0,1,1
486,39,64,2,2537326,30,0
487,40,63,4,302,26,0
488,41,62,0,151691825,20,0
489,42,57,2,1700994,19,0
490,43,44,0,99316544,11,0
491,-1,-1,0,0,1,1
492,45,56,0,117511061,10,0
493,46,51,3,1710176,9,0
494,47,48,3,1595568,3,0
495,-1,-1,0,0,1,1
496,49,50,4,131,2,0
497,-1,-1,0,0,1,1
498,-1,-1,0,0,1,1
499,52,53,0,116022088,6,0
500,-1,-1,2,49,2,1
501,54,55,1,566881,4,0
502,-1,-1,0,0,3,1
503,-1,-1,0,0,1,1
504,-1,-1,0,0,1,1
505,58,59,2,2001905,8,0
506,-1,-1,2,2000000,6,1
507,60,61,1,32004157,2,0
508,-1,-1,0,0,1,1
509,-1,-1,0,0,1,1
510,-1,-1,0,0,1,1
511,64,64,1,580170,6,0
512,1,64,0,25061779,64,0
513,2,64,2,11920670,39,0
514,3,58,0,8851872,37,0
515,4,45,0,1314061,32,0
516,5,30,2,1256150,23,0
517,6,27,3,111923,15,0
518,7,16,0,16286,13,0
519,8,11,2,411649,6,0
520,9,10,3,337,3,0
521,-1,-1,4,12,2,1
522,-1,-1,0,0,1,1
523,12,13,4,10,3,0
524,-1,-1,0,0,1,1
525,14,15,3,4,2,0
526,-1,-1,0,0,1,1
527,-1,-1,0,0,1,1
528,17,22,0,564125,7,0
529,18,21,2,22,4,0
530,19,20,2,2,3,0
531,-1,-1,0,0,2,1
532,-1,-1,0,0,1,1
533,-1,-1,0,0,1,1
534,23,24,3,62355,3,0
535,-1,-1,0,0,1,1
536,25,26,4,367,2,0
537,-1,-1,0,0,1,1
538,-1,-1,0,0,1,1
539,28,29,3,213472,2,0
540,-1,-1,0,0,1,1
541,-1,-1,0,0,1,1
542,31,32,1,28945290,8,0
543,-1,-1,0,0,1,1
544,33,36,1,33908689,7,0
545,34,35,2,2509377,2,0
546,-1,-1,0,0,1,1
547,-1,-1,0,0,1,1
548,37,42,3,13012,5,0
549,38,41,0,273822,3,0
550,39,40,1,37042507,2,0
551,-1,-1,0,0,1,1
552,-1,-1,0,0,1,1
553,-1,-1,0,0,1,1
554,43,44,3,15787,2,0
555,-1,-1,0,0,1,1
556,-1,-1,0,0,1,1
557,46,47,4,1,9,0
558,-1,-1,2,1,3,1
559,48,53,4,83,6,0
560,49,52,4,49,3,0
561,50,51,1,271,2,0
562,-1,-1,0,0,1,1
563,-1,-1,0,0,1,1
564,-1,-1,0,0,1,1
565,54,57,1,15231104,3,0
566,55,56,2,7,2,0
567,-1,-1,0,0,1,1
568,-1,-1,0,0,1,1
569,-1,-1,0,0,1,1
570,59,64,4,133,5,0
571,60,63,1,300,4,0
572,61,62,4,11,3,0
573,-1,-1,2,0,2,1
574,-1,-1,0,0,1,1
575,-1,-1,0,0,1,1
576,1,60,1,28423008,64,0
577,2,57,2,3333388,47,0
578,3,56,2,2157290,45,0
579,4,41,4,418,44,0
580,5,40,2,200805,36,0
581,6,31,0,101781105,35,0
582,7,16,3,459025,27,0
583,8,15,0,539200,9,0
584,9,12,0,110395,8,0
585,10,11,2,27410,6,0
586,-1,-1,0,0,5,1
587,-1,-1,0,0,1,1
588,13,14,3,35643,2,0
589,-1,-1,0,0,1,1
590,-1,-1,0,0,1,1
591,-1,-1,0,0,1,1
592,17,24,1,339,18,0
593,18,21,0,32984441,13,0
594,19,20,2,9,11,0
595,-1,-1,0,0,9,1
596,-1,-1,0,0,2,1
597,22,23,1,293,2,0
598,-1,-1,0,0,1,1
599,-1,-1,0,0,1,1
600,25,28,2,85,5,0
601,26,27,4,345,3,0
602,-1,-1,0,0,2,1
603,-1,-1,0,0,1,1
604,29,30,1,871,2,0
605,-1,-1,0,0,1,1
606,-1,-1,0,0,1,1
607,32,39,0,142643723,8,0
608,33,38,1,468837,7,0
609,34,37,1,1473,6,0
610,35,36,1,157,5,0
611,-1,-1,0,0,3,1
612,-1,-1,0,0,2,1
613,-1,-1,0,0,1,1
614,-1,-1,0,0,1,1
615,-1,-1,0,0,1,1
616,-1,-1,0,0,1,1
617,42,55,3,546315,8,0
618,43,50,3,149362,7,0
619,44,49,0,3819576,4,0
620,45,48,0,492663,3,0
621,46,47,3,64459,2,0
622,-1,-1,0,0,1,1
623,-1,-1,0,0,1,1
624,-1,-1,0,0,1,1
625,-1,-1,0,0,1,1
626,51,54,0,51572048,3,0
627,52,53,3,287024,2,0
628,-1,-1,0,0,1,1
629,-1,-1,0,0,1,1
630,-1,-1,0,0,1,1
631,-1,-1,0,0,1,1
632,-1,-1,0,0,1,1
633,58,59,2,3807262,2,0
634,-1,-1,0,0,1,1
635,-1,-1,0,0,1,1
636,61,64,2,5933645,17,0
637,62,64,0,52980011,16,0
638,63,64,0,1989872,4,0
639,64,64,4,282,3,0
640,1,58,3,798020,64,0
641,2,55,4,1303,34,0
642,3,42,4,397,32,0
643,4,41,0,32520834,25,0
644,5,34,0,6085968,24,0
645,6,27,2,2814932,20,0
646,7,14,4,41,16,0
647,8,13,0,112186,8,0
648,9,12,3,125,7,0
649,10,11,4,8,6,0
650,-1,-1,0,0,1,1
651,-1,-1,0,0,5,1
652,-1,-1,0,0,1,1
653,-1,-1,0,0,1,1
654,15,22,0,1271627,8,0
655,16,19,0,543984,5,0
656,17,18,1,2512,3,0
657,-1,-1,0,0,2,1
658,-1,-1,0,0,1,1
659,20,21,0,926856,2,0
660,-1,-1,0,0,1,1
661,-1,-1,0,0,1,1
662,23,26,1,50012985,3,0
663,24,25,2,2000033,2,0
664,-1,-1,0,0,1,1
665,-1,-1,0,0,1,1
666,-1,-1,0,0,1,1
667,28,31,1,27282482,4,0
668,29,30,3,8686,2,0
669,-1,-1,0,0,1,1
670,-1,-1,0,0,1,1
671,32,33,3,86,2,0
672,-1,-1,0,0,1,1
673,-1,-1,0,0,1,1
674,35,40,0,15662541,4,0
675,36,37,3,770680,3,0
676,-1,-1,0,0,1,1
677,38,39,3,794295,2,0
678,-1,-1,0,0,1,1
679,-1,-1,0,0,1,1
680,-1,-1,0,0,1,1
681,-1,-1,0,0,1,1
682,43,48,4,508,7,0
683,44,47,3,275937,3,0
684,45,46,0,2383662,2,0
685,-1,-1,0,0,1,1
686,-1,-1,0,0,1,1
687,-1,-1,0,0,1,1
688,49,54,0,58039247,4,0
689,50,53,2,292489,3,0
690,51,52,3,177134,2,0
691,-1,-1,0,0,1,1
692,-1,-1,0,0,1,1
693,-1,-1,0,0,1,1
694,-1,-1,0,0,1,1
695,56,57,4,1434,2,0
696,-1,-1,0,0,1,1
697,-1,-1,0,0,1,1
698,59,64,4,651,30,0
699,60,64,2,446185,29,0
700,61,64,4,221,22,0
701,62,64,1,341,18,0
702,63,64,1,49,16,0
703,-1,-1,2,0,9,1
704,1,64,0,196308038,64,0
705,2,64,4,836,63,0
706,3,34,0,98721073,60,0
707,4,33,2,8145258,36,0
708,5,22,0,11575702,35,0
709,6,17,3,847255,29,0
710,7,14,3,341798,26,0
711,8,13,3,168482,20,0
712,9,12,0,265019,19,0
713,10,11,1,147060964,17,0
714,-1,-1,0,0,16,1
715,-1,-1,0,0,1,1
716,-1,-1,1,314,2,1
717,-1,-1,0,0,1,1
718,15,16,3,770211,6,0
719,-1,-1,0,0,1,1
720,-1,-1,2,1,5,1
721,18,21,1,69,3,0
722,19,20,3,1802889,2,0
723,-1,-1,0,0,1,1
724,-1,-1,0,0,1,1
725,-1,-1,0,0,1,1
726,23,28,4,137,6,0
727,24,25,1,259,3,0
728,-1,-1,0,0,1,1
729,26,27,2,51,2,0
730,-1,-1,0,0,1,1
731,-1,-1,0,0,1,1
732,29,32,3,637072,3,0
733,30,31,0,37398975,2,0
734,-1,-1,0,0,1,1
735,-1,-1,0,0,1,1
736,-1,-1,0,0,1,1
737,-1,-1,0,0,1,1
738,35,48,2,826955,24,0
739,36,43,2,14,10,0
740,37,38,0,115307943,6,0
741,-1,-1,0,0,1,1
742,39,42,2,1,5,0
743,40,41,4,170,4,0
744,-1,-1,2,0,3,1
745,-1,-1,0,0,1,1
746,-1,-1,0,0,1,1
747,44,45,3,1600358,4,0
748,-1,-1,2,65,2,1
749,46,47,4,72,2,0
750,-1,-1,0,0,1,1
751,-1,-1,0,0,1,1
752,49,50,1,22232496,14,0
753,-1,-1,0,0,1,1
754,51,64,1,46471423,13,0
755,52,59,2,2372618,10,0
756,53,58,3,4215857,4,0
757,54,55,1,37121341,3,0
758,-1,-1,0,0,1,1
759,56,57,1,37342895,2,0
760,-1,-1,0,0,1,1
761,-1,-1,0,0,1,1
762,-1,-1,0,0,1,1
763,60,63,4,109,6,0
764,61,62,3,3019855,2,0
765,-1,-1,0,0,1,1
766,-1,-1,0,0,1,1
767,64,64,1,43135049,4,0
768,1,60,2,4199584,64,0
769,2,57,0,160188017,59,0
770,3,40,0,51450328,57,0
771,4,37,2,3285009,38,0
772,5,36,4,912,36,0
773,6,21,0,1105544,35,0
774,7,8,0,67886,18,0
775,-1,-1,2,6184,2,1
776,9,16,4,362,16,0
777,10,13,0,537110,13,0
778,11,12,4,261,11,0
779,-1,-1,0,0,4,1
780,-1,-1,0,0,7,1
781,14,15,1,1296,2,0
782,-1,-1,0,0,1,1
783,-1,-1,0,0,1,1
784,17,20,4,456,3,0
785,18,19,1,140339,2,0
786,-1,-1,0,0,1,1
787,-1,-1,0,0,1,1
788,-1,-1,0,0,1,1
789,22,35,1,34926854,17,0
790,23,30,4,214,15,0
791,24,27,4,4,12,0
792,25,26,3,1379084,8,0
793,-1,-1,0,0,6,1
794,-1,-1,0,0,2,1
795,28,29,1,235,4,0
796,-1,-1,0,0,3,1
797,-1,-1,0,0,1,1
798,31,34,0,8233930,3,0
799,32,33,2,1110946,2,0
800,-1,-1,0,0,1,1
801,-1,-1,0,0,1,1
802,-1,-1,0,0,1,1
803,-1,-1,2,2000004,2,1
804,-1,-1,0,0,1,1
805,38,39,1,34752184,2,0
806,-1,-1,0,0,1,1
807,-1,-1,0,0,1,1
808,41,56,1,64960810,19,0
809,42,55,4,274,18,0
810,43,54,0,120885657,17,0
811,44,45,0,72314533,16,0
812,-1,-1,0,0,1,1
813,46,47,0,108615513,15,0
814,-1,-1,0,0,1,1
815,48,51,4,242,14,0
816,49,50,0,117424795,12,0
817,-1,-1,0,0,7,1
818,-1,-1,0,0,5,1
819,52,53,3,1209069,2,0
820,-1,-1,0,0,1,1
821,-1,-1,0,0,1,1
822,-1,-1,0,0,1,1
823,-1,-1,0,0,1,1
824,-1,-1,0,0,1,1
825,58,59,2,176160,2,0
826,-1,-1,0,0,1,1
827,-1,-1,0,0,1,1
828,61,64,0,14053,5,0
829,62,64,1,4315691,4,0
