Key,LeftIdx,RightIdx,Feature,SplitValue,Size,IsLeaf
830,63,64,3,20,2,0
831,-1,-1,0,0,1,1
832,1,64,2,2102359,64,0
833,2,64,3,49816331,49,0
834,3,48,4,207,48,0
835,4,27,0,26104298,33,0
836,5,22,3,375169,20,0
837,6,19,0,79166,14,0
838,7,16,0,20235,11,0
839,8,15,1,122146123,9,0
840,9,12,0,234,8,0
841,10,11,3,33,5,0
842,-1,-1,0,0,3,1
843,-1,-1,0,0,2,1
844,13,14,4,25,3,0
845,-1,-1,0,0,2,1
846,-1,-1,0,0,1,1
847,-1,-1,0,0,1,1
848,17,18,0,48960,2,0
849,-1,-1,0,0,1,1
850,-1,-1,0,0,1,1
851,20,21,0,400913,3,0
852,-1,-1,0,0,1,1
853,-1,-1,2,14,2,1
854,23,26,1,127,6,0
855,24,25,1,66,4,0
856,-1,-1,2,1,3,1
857,-1,-1,0,0,1,1
858,-1,-1,2,37,2,1
859,28,45,3,2093343,13,0
860,29,34,4,94,11,0
861,30,33,4,52,5,0
862,31,32,1,290,4,0
863,-1,-1,0,0,1,1
864,-1,-1,4,51,3,1
865,-1,-1,0,0,1,1
866,35,44,3,1598760,6,0
867,36,41,3,1331247,5,0
868,37,38,0,34865449,3,0
869,-1,-1,0,0,1,1
870,39,40,4,171,2,0
871,-1,-1,0,0,1,1
872,-1,-1,0,0,1,1
873,42,43,0,53749065,2,0
874,-1,-1,0,0,1,1
875,-1,-1,0,0,1,1
876,-1,-1,0,0,1,1
877,46,47,2,37,2,0
878,-1,-1,0,0,1,1
879,-1,-1,0,0,1,1
880,49,62,3,602502,15,0
881,50,57,0,3530853,7,0
882,51,52,0,42307,4,0
883,-1,-1,0,0,1,1
884,53,56,3,48978,3,0
885,54,55,1,23376084,2,0
886,-1,-1,0,0,1,1
887,-1,-1,0,0,1,1
888,-1,-1,0,0,1,1
889,58,59,3,113597,3,0
890,-1,-1,0,0,1,1
891,60,61,0,50453867,2,0
892,-1,-1,0,0,1,1
893,-1,-1,0,0,1,1
894,63,64,0,117872927,8,0
895,64,64,2,1991582,7,0
896,1,64,4,437,64,0
897,2,59,0,51910934,57,0
898,3,52,0,17691633,37,0
899,4,31,4,49,33,0
900,5,20,4,10,21,0
901,6,17,3,698427,15,0
902,7,12,4,2,7,0
903,8,11,2,467863,3,0
904,9,10,3,153134,2,0
905,-1,-1,0,0,1,1
906,-1,-1,0,0,1,1
907,-1,-1,0,0,1,1
908,13,14,4,4,4,0
909,-1,-1,0,0,1,1
910,15,16,1,69251,3,0
911,-1,-1,2,10869,2,1
912,-1,-1,0,0,1,1
913,18,19,1,126,8,0
914,-1,-1,1,0,4,1
915,-1,-1,4,7,4,1
916,21,30,1,14428432,6,0
917,22,29,3,22324,5,0
918,23,26,2,247145,4,0
919,24,25,4,25,2,0
920,-1,-1,0,0,1,1
921,-1,-1,0,0,1,1
922,27,28,1,665274,2,0
923,-1,-1,0,0,1,1
924,-1,-1,0,0,1,1
925,-1,-1,0,0,1,1
926,-1,-1,0,0,1,1
927,32,47,0,6045109,12,0
928,33,42,2,2187395,9,0
929,34,41,3,143748,6,0
930,35,36,4,226,5,0
931,-1,-1,0,0,1,1
932,37,40,3,12093,4,0
933,38,39,3,6163,3,0
934,-1,-1,0,0,2,1
935,-1,-1,0,0,1,1
936,-1,-1,0,0,1,1
937,-1,-1,0,0,1,1
938,43,44,3,4608,3,0
939,-1,-1,0,0,1,1
940,45,46,1,212925387,2,0
941,-1,-1,0,0,1,1
942,-1,-1,0,0,1,1
943,48,51,4,287,3,0
944,49,50,2,3,2,0
945,-1,-1,0,0,1,1
946,-1,-1,0,0,1,1
947,-1,-1,0,0,1,1
948,53,56,1,767,4,0
949,54,55,4,57,2,0
950,-1,-1,0,0,1,1
951,-1,-1,0,0,1,1
952,57,58,4,168,2,0
953,-1,-1,0,0,1,1
954,-1,-1,0,0,1,1
955,60,63,0,94599831,20,0
956,61,62,4,58,3,0
957,-1,-1,0,0,1,1
958,-1,-1,2,22,2,1
959,64,64,4,164,17,0
960,1,58,0,219968421,64,0
961,2,57,1,95368148,63,0
962,3,56,3,5043496,61,0
963,4,29,0,89374390,60,0
964,5,28,1,62074706,42,0
965,6,25,2,2795933,41,0
966,7,18,2,622380,39,0
967,8,13,1,229385,33,0
968,9,12,2,63679,29,0
969,10,11,0,3875947,28,0
970,-1,-1,0,0,3,1
971,-1,-1,0,0,25,1
972,-1,-1,0,0,1,1
973,14,15,1,274904,4,0
974,-1,-1,0,0,1,1
975,16,17,0,1341830,3,0
976,-1,-1,0,0,2,1
977,-1,-1,0,0,1,1
978,19,24,0,107282,6,0
979,20,23,3,1720,5,0
980,21,22,1,896208,4,0
981,-1,-1,0,0,3,1
982,-1,-1,0,0,1,1
983,-1,-1,0,0,1,1
984,-1,-1,0,0,1,1
985,26,27,2,3565802,2,0
986,-1,-1,0,0,1,1
987,-1,-1,0,0,1,1
988,-1,-1,0,0,1,1
989,30,55,4,505,18,0
990,31,38,0,114421247,17,0
991,32,33,0,100929442,5,0
992,-1,-1,0,0,1,1
993,34,35,3,2487870,4,0
994,-1,-1,0,0,1,1
995,36,37,1,16265377,3,0
996,-1,-1,1,0,2,1
997,-1,-1,0,0,1,1
998,39,52,3,3006560,12,0
999,40,47,2,2479714,10,0
1000,41,44,0,115729120,4,0
1001,42,43,2,55,2,0
1002,-1,-1,0,0,1,1
1003,-1,-1,0,0,1,1
1004,45,46,0,116109688,2,0
1005,-1,-1,0,0,1,1
1006,-1,-1,0,0,1,1
1007,48,51,0,118881584,6,0
1008,49,50,2,3661212,5,0
1009,-1,-1,0,0,3,1
1010,-1,-1,0,0,2,1
1011,-1,-1,0,0,1,1
1012,53,54,3,3621763,2,0
1013,-1,-1,0,0,1,1
1014,-1,-1,0,0,1,1
1015,-1,-1,0,0,1,1
1016,-1,-1,0,0,1,1
1017,-1,-1,4,141,2,1
1018,-1,-1,0,0,1,1
1019,-1,-1,0,0,0,1
1020,-1,-1,0,0,0,1
1021,-1,-1,0,0,0,1
1022,-1,-1,0,0,0,1
1023,-1,-1,0,0,0,1
1024,1,64,3,6057401,64,0
1025,2,51,0,39378303,60,0
1026,3,32,2,624394,33,0
1027,4,19,3,254024,23,0
1028,5,18,3,212152,9,0
1029,6,17,1,46953,8,0
1030,7,14,0,1784845,7,0
1031,8,13,4,418,5,0
1032,9,12,1,24741,4,0
1033,10,11,2,122,3,0
1034,-1,-1,0,0,2,1
1035,-1,-1,0,0,1,1
1036,-1,-1,0,0,1,1
1037,-1,-1,0,0,1,1
1038,15,16,2,4,2,0
1039,-1,-1,0,0,1,1
1040,-1,-1,0,0,1,1
1041,-1,-1,0,0,1,1
1042,-1,-1,0,0,1,1
1043,20,25,2,5,14,0
1044,21,22,3,620788,9,0
1045,-1,-1,0,0,1,1
1046,23,24,0,7693522,8,0
1047,-1,-1,2,1,5,1
1048,-1,-1,2,0,3,1
1049,26,31,4,615,5,0
1050,27,28,1,457,4,0
1051,-1,-1,4,7,2,1
1052,29,30,3,530841,2,0
1053,-1,-1,0,0,1,1
1054,-1,-1,0,0,1,1
1055,-1,-1,0,0,1,1
1056,33,50,3,391915,10,0
1057,34,49,3,17249,9,0
1058,35,48,1,734380327,8,0
1059,36,43,1,16158659,7,0
1060,37,40,2,810737,4,0
1061,38,39,1,10450889,2,0
1062,-1,-1,0,0,1,1
1063,-1,-1,0,0,1,1
1064,41,42,0,100,2,0
1065,-1,-1,0,0,1,1
1066,-1,-1,0,0,1,1
1067,44,47,3,4680,3,0
1068,45,46,4,328,2,0
1069,-1,-1,0,0,1,1
1070,-1,-1,0,0,1,1
1071,-1,-1,0,0,1,1
1072,-1,-1,0,0,1,1
1073,-1,-1,0,0,1,1
1074,-1,-1,0,0,1,1
1075,52,64,4,754,27,0
1076,53,64,2,2331375,26,0
1077,54,64,2,1596455,18,0
1078,55,64,4,513,14,0
1079,56,64,3,2027980,12,0
1080,57,64,4,320,9,0
1081,58,61,4,91,8,0
1082,59,60,2,93,4,0
1083,-1,-1,0,0,3,1
1084,-1,-1,0,0,1,1
1085,62,63,0,101018983,4,0
1086,-1,-1,0,0,1,1
1087,-1,-1,0,0,3,1
1088,1,28,4,30,64,0
1089,2,27,0,7285260,19,0
1090,3,26,1,10502060,15,0
1091,4,25,4,22,14,0
1092,5,20,3,198189,12,0
1093,6,13,4,8,8,0
1094,7,8,4,1,4,0
1095,-1,-1,0,0,1,1
1096,9,10,4,2,3,0
1097,-1,-1,0,0,1,1
1098,11,12,0,19,2,0
1099,-1,-1,0,0,1,1
1100,-1,-1,0,0,1,1
1101,14,19,3,1499,4,0
1102,15,18,2,717946,3,0
1103,16,17,4,16,2,0
1104,-1,-1,0,0,1,1
1105,-1,-1,0,0,1,1
1106,-1,-1,0,0,1,1
1107,-1,-1,0,0,1,1
1108,21,24,0,6774649,4,0
1109,22,23,1,566,3,0
1110,-1,-1,0,0,1,1
1111,-1,-1,0,5081511,2,1
1112,-1,-1,0,0,1,1
1113,-1,-1,4,22,2,1
1114,-1,-1,0,0,1,1
1115,-1,-1,4,0,4,1
1116,29,64,1,52699582,45,0
1117,30,63,2,555032,43,0
1118,31,62,4,1273,22,0
1119,32,61,2,14266,21,0
1120,33,44,0,20930428,20,0
1121,34,43,0,9887249,11,0
1122,35,40,4,478,10,0
1123,36,37,2,77,8,0
1124,-1,-1,0,0,1,1
1125,38,39,4,362,7,0
1126,-1,-1,0,0,6,1
1127,-1,-1,0,0,1,1
1128,41,42,4,566,2,0
1129,-1,-1,0,0,1,1
1130,-1,-1,0,0,1,1
1131,-1,-1,0,0,1,1
1132,45,58,3,2001706,9,0
1133,46,51,3,1466009,7,0
1134,47,48,4,255,3,0
1135,-1,-1,0,0,1,1
1136,49,50,1,278,2,0
1137,-1,-1,0,0,1,1
1138,-1,-1,0,0,1,1
1139,52,55,1,141,4,0
1140,53,54,1,46,2,0
1141,-1,-1,0,0,1,1
1142,-1,-1,0,0,1,1
1143,56,57,4,125,2,0
1144,-1,-1,0,0,1,1
1145,-1,-1,0,0,1,1
1146,59,60,3,5408353,2,0
1147,-1,-1,0,0,1,1
1148,-1,-1,0,0,1,1
1149,-1,-1,0,0,1,1
1150,-1,-1,0,0,1,1
1151,64,64,3,3766413,21,0
1152,1,64,1,39290889,64,0
1153,2,64,2,2820565,51,0
1154,3,58,4,279,48,0
1155,4,23,0,1191937,43,0
1156,5,18,1,10048335,11,0
1157,6,17,0,472374,8,0
1158,7,16,3,14840,7,0
1159,8,15,0,45270,6,0
1160,9,12,4,4,5,0
1161,10,11,0,11154,3,0
1162,-1,-1,0,0,2,1
1163,-1,-1,0,0,1,1
1164,13,14,0,355,2,0
1165,-1,-1,0,0,1,1
1166,-1,-1,0,0,1,1
1167,-1,-1,0,0,1,1
1168,-1,-1,0,0,1,1
1169,-1,-1,0,0,1,1
1170,19,22,0,601964,3,0
1171,20,21,4,27,2,0
1172,-1,-1,0,0,1,1
1173,-1,-1,0,0,1,1
1174,-1,-1,0,0,1,1
1175,24,35,0,47615201,32,0
1176,25,26,3,249936,17,0
1177,-1,-1,0,0,1,1
1178,27,28,4,7,16,0
1179,-1,-1,1,0,10,1
1180,29,32,2,51,6,0
1181,30,31,0,5379982,4,0
1182,-1,-1,0,0,1,1
1183,-1,-1,2,37,3,1
1184,33,34,4,98,2,0
1185,-1,-1,0,0,1,1
1186,-1,-1,0,0,1,1
1187,36,51,1,28365206,15,0
1188,37,46,4,170,11,0
1189,38,45,3,2174132,8,0
1190,39,42,3,1760843,7,0
1191,40,41,0,116612053,2,0
1192,-1,-1,0,0,1,1
1193,-1,-1,0,0,1,1
1194,43,44,4,62,5,0
1195,-1,-1,0,0,3,1
1196,-1,-1,0,0,2,1
1197,-1,-1,0,0,1,1
1198,47,50,4,191,3,0
1199,48,49,0,116211425,2,0
1200,-1,-1,0,0,1,1
1201,-1,-1,0,0,1,1
1202,-1,-1,0,0,1,1
1203,52,57,4,205,4,0
1204,53,56,0,117323802,3,0
1205,54,55,2,2005359,2,0
1206,-1,-1,0,0,1,1
1207,-1,-1,0,0,1,1
1208,-1,-1,0,0,1,1
1209,-1,-1,0,0,1,1
1210,59,62,4,321,5,0
1211,60,61,0,41694842,2,0
1212,-1,-1,0,0,1,1
1213,-1,-1,0,0,1,1
1214,63,64,0,3271262,3,0
1215,-1,-1,0,0,1,1
1216,1,64,4,739,64,0
1217,2,45,2,1303976,61,0
1218,3,44,1,75613669,48,0
1219,4,29,2,603818,47,0
1220,5,26,2,22984,37,0
1221,6,25,2,453,35,0
1222,7,14,3,91977,34,0
1223,8,9,3,7276,6,0
1224,-1,-1,0,0,1,1
1225,10,11,2,12,5,0
1226,-1,-1,0,0,1,1
1227,12,13,2,46,4,0
1228,-1,-1,0,0,2,1
1229,-1,-1,0,0,2,1
1230,15,20,0,6905411,28,0
1231,16,17,3,474006,4,0
1232,-1,-1,0,0,1,1
1233,18,19,0,5234550,3,0
1234,-1,-1,0,0,1,1
1235,-1,-1,0,0,2,1
1236,21,24,3,2084885,24,0
1237,22,23,3,957676,23,0
1238,-1,-1,0,0,9,1
1239,-1,-1,0,0,14,1
1240,-1,-1,0,0,1,1
1241,-1,-1,0,0,1,1
1242,27,28,1,181094,2,0
1243,-1,-1,0,0,1,1
1244,-1,-1,0,0,1,1
1245,30,39,4,20,10,0
1246,31,32,1,303984,7,0
1247,-1,-1,0,0,1,1
1248,33,34,1,11822043,6,0
1249,-1,-1,0,0,1,1
1250,35,38,3,20,5,0
1251,36,37,2,859776,4,0
1252,-1,-1,0,72,2,1
1253,-1,-1,2,1178571,2,1
1254,-1,-1,0,0,1,1
1255,40,43,4,191,3,0
1256,41,42,3,1511812,2,0
1257,-1,-1,0,0,1,1
1258,-1,-1,0,0,1,1
1259,-1,-1,0,0,1,1
1260,-1,-1,0,0,1,1
1261,46,53,3,775974,13,0
1262,47,52,2,3987113,4,0
1263,48,51,0,101059692,3,0
1264,49,50,3,14909,2,0
1265,-1,-1,0,0,1,1
1266,-1,-1,0,0,1,1
1267,-1,-1,0,0,1,1
1268,-1,-1,0,0,1,1
1269,54,64,4,243,9,0
1270,55,64,1,41402057,8,0
1271,56,57,0,113836506,6,0
1272,-1,-1,0,0,1,1
1273,58,64,4,175,5,0
1274,59,64,1,38547620,4,0
1275,60,61,0,116548290,3,0
1276,-1,-1,0,0,1,1
1277,62,63,4,128,2,0
1278,-1,-1,0,0,1,1
1279,-1,-1,0,0,1,1
1280,1,64,4,557,64,0
1281,2,51,4,78,60,0
1282,3,36,1,13593963,33,0
1283,4,35,3,19947988,25,0
1284,5,34,1,1923679,24,0
1285,6,25,4,15,23,0
1286,7,16,0,4014874,18,0
1287,8,15,3,1106,6,0
1288,9,12,1,100817,5,0
1289,10,11,4,3,3,0
1290,-1,-1,0,0,2,1
1291,-1,-1,0,0,1,1
1292,13,14,2,25296,2,0
1293,-1,-1,0,0,1,1
1294,-1,-1,0,0,1,1
1295,-1,-1,0,0,1,1
1296,17,20,1,67,12,0
1297,18,19,0,8943590,9,0
1298,-1,-1,2,1,6,1
1299,-1,-1,2,0,3,1
1300,21,24,0,5401224,3,0
1301,22,23,0,5295438,2,0
1302,-1,-1,0,0,1,1
1303,-1,-1,0,0,1,1
1304,-1,-1,0,0,1,1
1305,26,31,4,57,5,0
1306,27,30,2,348414,3,0
1307,28,29,3,2027232,2,0
1308,-1,-1,0,0,1,1
1309,-1,-1,0,0,1,1
1310,-1,-1,0,0,1,1
1311,32,33,1,1320,2,0
1312,-1,-1,0,0,1,1
1313,-1,-1,0,0,1,1
1314,-1,-1,0,0,1,1
1315,-1,-1,0,0,1,1
1316,37,50,2,13678268,8,0
1317,38,45,2,3179912,7,0
1318,39,40,1,21090551,4,0
1319,-1,-1,0,0,1,1
1320,41,42,0,67330476,3,0
1321,-1,-1,0,0,1,1
1322,43,44,2,2646766,2,0
1323,-1,-1,0,0,1,1
1324,-1,-1,0,0,1,1
1325,46,47,2,4420458,3,0
1326,-1,-1,0,0,1,1
1327,48,49,4,39,2,0
1328,-1,-1,0,0,1,1
1329,-1,-1,0,0,1,1
1330,-1,-1,0,0,1,1
1331,52,64,1,15143614,27,0
1332,53,64,1,40884,13,0
1333,54,64,1,8778,12,0
1334,55,64,0,120474521,10,0
1335,56,57,2,1,8,0
1336,-1,-1,3,1573834,2,1
1337,58,63,4,226,6,0
1338,59,60,2,29,3,0
1339,-1,-1,0,0,1,1
1340,61,62,3,1379232,2,0
1341,-1,-1,0,0,1,1
1342,-1,-1,0,0,1,1
1343,64,64,4,358,3,0
1344,1,64,0,377223869,64,0
1345,2,63,1,39516048,63,0
1346,3,52,1,6276073,55,0
1347,4,51,1,431805,49,0
1348,5,36,4,299,48,0
1349,6,25,0,98651158,37,0
1350,7,18,3,1398042,31,0
1351,8,13,1,195072,26,0
1352,9,12,0,50179635,23,0
1353,10,11,3,93273,22,0
1354,-1,-1,0,0,7,1
1355,-1,-1,0,0,15,1
1356,-1,-1,0,0,1,1
1357,14,15,0,309,3,0
1358,-1,-1,0,0,1,1
1359,16,17,3,174,2,0
1360,-1,-1,0,0,1,1
1361,-1,-1,0,0,1,1
1362,19,20,3,1666445,5,0
1363,-1,-1,0,0,1,1
1364,21,24,2,9,4,0
1365,22,23,0,9011650,3,0
1366,-1,-1,0,0,2,1
1367,-1,-1,0,0,1,1
1368,-1,-1,0,0,1,1
1369,26,31,3,1677939,6,0
1370,27,30,3,1646677,3,0
1371,28,29,0,116220275,2,0
1372,-1,-1,0,0,1,1
1373,-1,-1,0,0,1,1
1374,-1,-1,0,0,1,1
1375,32,33,3,1987660,3,0
1376,-1,-1,0,0,1,1
1377,34,35,0,115405273,2,0
1378,-1,-1,0,0,1,1
1379,-1,-1,0,0,1,1
1380,37,50,0,99086081,11,0
1381,38,49,4,479,10,0
1382,39,44,4,386,9,0
1383,40,41,4,312,6,0
1384,-1,-1,0,0,1,1
1385,42,43,3,769377,5,0
1386,-1,-1,0,0,4,1
1387,-1,-1,0,0,1,1
1388,45,48,4,460,3,0
1389,46,47,3,232818,2,0
1390,-1,-1,0,0,1,1
1391,-1,-1,0,0,1,1
1392,-1,-1,0,0,1,1
1393,-1,-1,0,0,1,1
1394,-1,-1,0,0,1,1
1395,-1,-1,0,0,1,1
1396,53,60,0,95955713,6,0
1397,54,59,2,5117001,4,0
1398,55,56,4,214,3,0
1399,-1,-1,0,0,1,1
1400,57,58,2,2000165,2,0
1401,-1,-1,0,0,1,1
1402,-1,-1,0,0,1,1
1403,-1,-1,0,0,1,1
1404,61,62,4,293,2,0
1405,-1,-1,0,0,1,1
1406,-1,-1,0,0,1,1
1407,64,64,4,120,8,0
1408,1,64,4,1293,64,0
1409,2,49,0,95181906,62,0
1410,3,42,0,12129489,37,0
1411,4,27,1,26124387,33,0
1412,5,26,2,90720,24,0
1413,6,17,4,355,23,0
1414,7,14,2,20244,18,0
1415,8,13,4,49,16,0
1416,9,12,1,9871,15,0
1417,10,11,0,5112165,14,0
1418,-1,-1,0,0,3,1
1419,-1,-1,0,0,11,1
1420,-1,-1,0,0,1,1
1421,-1,-1,0,0,1,1
1422,15,16,2,42671,2,0
1423,-1,-1,0,0,1,1
1424,-1,-1,0,0,1,1
1425,18,25,0,11402001,5,0
1426,19,22,4,533,4,0
1427,20,21,0,4410830,2,0
1428,-1,-1,0,0,1,1
1429,-1,-1,0,0,1,1
1430,23,24,1,16693,2,0
1431,-1,-1,0,0,1,1
1432,-1,-1,0,0,1,1
1433,-1,-1,0,0,1,1
1434,-1,-1,0,0,1,1
1435,28,41,0,3491369,9,0
1436,29,40,2,9558682,8,0
1437,30,37,1,44742607,7,0
1438,31,36,3,9987,5,0
1439,32,35,2,2248729,3,0
1440,33,34,0,128163,2,0
1441,-1,-1,0,0,1,1
1442,-1,-1,0,0,1,1
1443,-1,-1,0,0,1,1
1444,-1,-1,0,321599,2,1
1445,38,39,4,380,2,0
1446,-1,-1,0,0,1,1
1447,-1,-1,0,0,1,1
1448,-1,-1,0,0,1,1
1449,-1,-1,0,0,1,1
1450,43,48,4,317,4,0
1451,44,47,2,77,3,0
1452,45,46,0,60303890,2,0
1453,-1,-1,0,0,1,1
1454,-1,-1,0,0,1,1
1455,-1,-1,0,0,1,1
1456,-1,-1,0,0,1,1
1457,50,64,3,90279575,25,0
1458,51,64,3,6055899,24,0
1459,52,64,4,389,23,0
1460,53,64,3,3717104,22,0
1461,54,64,1,21614960,21,0
1462,55,62,2,54,11,0
1463,56,59,0,115861765,9,0
1464,57,58,4,55,2,0
1465,-1,-1,0,0,1,1
1466,-1,-1,0,0,1,1
1467,60,61,0,117613237,7,0
1468,-1,-1,0,0,4,1
1469,-1,-1,0,0,3,1
1470,63,64,1,80,2,0
1471,-1,-1,0,0,1,1
1472,1,64,4,240,64,0
1473,2,63,3,4907967,38,0
1474,3,32,4,27,35,0
1475,4,11,4,4,18,0
1476,5,8,2,1249209,7,0
1477,6,7,4,1,5,0
1478,-1,-1,4,0,4,1
1479,-1,-1,0,0,1,1
1480,9,10,3,55,2,0
1481,-1,-1,0,0,1,1
1482,-1,-1,0,0,1,1
1483,12,31,3,800487,11,0
1484,13,18,2,351275,10,0
1485,14,15,3,15487,3,0
1486,-1,-1,0,0,1,1
1487,16,17,0,418500,2,0
1488,-1,-1,0,0,1,1
1489,-1,-1,0,0,1,1
1490,19,30,1,16059416,7,0
1491,20,25,1,10701144,6,0
1492,21,24,3,5131,3,0
1493,22,23,2,782130,2,0
1494,-1,-1,0,0,1,1
1495,-1,-1,0,0,1,1
1496,-1,-1,0,0,1,1
1497,26,27,4,7,3,0
1498,-1,-1,0,0,1,1
1499,28,29,2,2637138,2,0
1500,-1,-1,0,0,1,1
1501,-1,-1,0,0,1,1
1502,-1,-1,0,0,1,1
1503,-1,-1,0,0,1,1
1504,33,44,4,75,17,0
1505,34,39,0,110664304,6,0
1506,35,38,3,18062,3,0
1507,36,37,4,53,2,0
1508,-1,-1,0,0,1,1
1509,-1,-1,0,0,1,1
1510,-1,-1,0,0,1,1
1511,40,41,1,245,3,0
1512,-1,-1,0,0,1,1
1513,42,43,0,115773216,2,0
1514,-1,-1,0,0,1,1
1515,-1,-1,0,0,1,1
1516,45,46,0,10469452,11,0
1517,-1,-1,0,0,1,1
1518,47,58,1,16878559,10,0
1519,48,57,0,117227853,7,0
1520,49,56,2,642946,6,0
1521,50,53,4,143,5,0
1522,51,52,2,28,3,0
1523,-1,-1,0,0,2,1
1524,-1,-1,0,0,1,1
1525,54,55,3,2507825,2,0
1526,-1,-1,0,0,1,1
1527,-1,-1,0,0,1,1
1528,-1,-1,0,0,1,1
1529,-1,-1,0,0,1,1
1530,59,62,1,39837059,3,0
1531,60,61,1,37197843,2,0
1532,-1,-1,0,0,1,1
1533,-1,-1,0,0,1,1
1534,-1,-1,0,0,1,1
1535,64,64,3,6193128,3,0
1536,1,64,3,3574619,64,0
1537,2,64,1,715718692,60,0
1538,3,64,3,2617241,59,0
1539,4,39,4,202,57,0
1540,5,38,1,124193625,42,0
1541,6,27,3,843661,41,0
1542,7,20,0,1818366,29,0
1543,8,15,0,546311,22,0
1544,9,12,3,30391,18,0
1545,10,11,0,6795,13,0
1546,-1,-1,0,0,9,1
1547,-1,-1,0,0,4,1
1548,13,14,4,22,5,0
1549,-1,-1,0,0,2,1
1550,-1,-1,0,0,3,1
1551,16,17,4,57,4,0
1552,-1,-1,0,0,1,1
1553,18,19,3,94758,3,0
1554,-1,-1,0,0,2,1
1555,-1,-1,0,0,1,1
1556,21,26,3,799189,7,0
1557,22,23,3,796389,4,0
1558,-1,-1,0,0,1,1
1559,24,25,3,796933,3,0
1560,-1,-1,0,0,1,1
1561,-1,-1,0,0,2,1
1562,-1,-1,2,1,3,1
1563,28,37,2,3875387,12,0
1564,29,30,3,1209062,11,0
1565,-1,-1,1,221,5,1
1566,31,34,3,1522732,6,0
1567,32,33,1,46,2,0
1568,-1,-1,0,0,1,1
1569,-1,-1,0,0,1,1
1570,35,36,1,10085736,4,0
1571,-1,-1,0,0,3,1
1572,-1,-1,0,0,1,1
1573,-1,-1,0,0,1,1
1574,-1,-1,0,0,1,1
1575,40,55,4,386,15,0
1576,41,46,0,54581429,9,0
1577,42,45,1,28706,3,0
1578,43,44,0,11517501,2,0
1579,-1,-1,0,0,1,1
1580,-1,-1,0,0,1,1
1581,-1,-1,0,0,1,1
1582,47,48,3,1819958,6,0
1583,-1,-1,0,0,1,1
1584,49,50,3,2359049,5,0
1585,-1,-1,0,0,1,1
1586,51,52,0,116940381,4,0
1587,-1,-1,1,41129204,2,1
1588,53,54,3,2536972,2,0
1589,-1,-1,0,0,1,1
1590,-1,-1,0,0,1,1
1591,56,57,4,425,6,0
1592,-1,-1,0,0,1,1
1593,58,61,1,5097481,5,0
1594,59,60,4,581,2,0
1595,-1,-1,0,0,1,1
1596,-1,-1,0,0,1,1
1597,62,63,2,1362110,3,0
1598,-1,-1,0,0,1,1
1599,64,64,4,522,2,0
1600,1,64,2,6366383,64,0
1601,2,64,3,6322469,61,0
1602,3,62,1,37106761,59,0
1603,4,55,2,2263313,45,0
1604,5,36,1,4241729,41,0
1605,6,21,3,347807,29,0
1606,7,16,1,280755,13,0
1607,8,13,1,33284,9,0
1608,9,12,0,1073112,7,0
1609,10,11,3,18017,5,0
1610,-1,-1,0,0,3,1
1611,-1,-1,0,0,2,1
1612,-1,-1,4,126,2,1
1613,14,15,3,21798,2,0
1614,-1,-1,0,0,1,1
1615,-1,-1,0,0,1,1
1616,17,20,1,3773860,4,0
1617,18,19,2,43346,2,0
1618,-1,-1,0,0,1,1
1619,-1,-1,0,0,1,1
1620,-1,-1,3,3,2,1
1621,22,29,3,1287157,16,0
1622,23,28,2,10579,10,0
1623,24,27,0,106153346,9,0
1624,25,26,3,888377,8,0
